Year,Year Code,Sex,Sex Code,State,State Code,Five-Year Age Groups,Five-Year Age Groups Code,Deaths,Population,Crude,Rate,Crude Rate
1999,1999,Female,F,Arizona,4,30-34 years,30-34,21,176739,,,11.9
1999,1999,Female,F,Arizona,4,40-44 years,40-44,31,183329,,,16.9
1999,1999,Female,F,California,6,20-24 years,20-24,30,1095927,,,2.7
1999,1999,Female,F,California,6,25-29 years,25-29,56,1241325,,,4.5
1999,1999,Female,F,California,6,30-34 years,30-34,79,1318261,,,6.0
1999,1999,Female,F,California,6,35-39 years,35-39,157,1391548,,,11.3
1999,1999,Female,F,California,6,40-44 years,40-44,197,1309691,,,15.0
1999,1999,Female,F,California,6,45-49 years,45-49,167,1146993,,,14.6
1999,1999,Female,F,California,6,50-54 years,50-54,103,977938,,,10.5
1999,1999,Female,F,California,6,55-59 years,55-59,54,729172,,,7.4
1999,1999,Female,F,California,6,60-64 years ,60-64,23,590736,,,3.9
1999,1999,Female,F,California,6,65-69 years,65-69,20,527374,,,3.8
1999,1999,Female,F,California,6,70-74 years,70-74,25,505536,,,4.9
1999,1999,Female,F,California,6,75-79 years,75-79,24,442332,,,5.4
1999,1999,Female,F,Colorado,8,35-39 years,35-39,22,183302,,,12.0
1999,1999,Female,F,Colorado,8,40-44 years,40-44,21,182388,,,11.5
1999,1999,Female,F,Colorado,8,45-49 years,45-49,26,163353,,,15.9
1999,1999,Female,F,Connecticut,9,35-39 years,35-39,24,149312,,,16.1
1999,1999,Female,F,Florida,12,25-29 years,25-29,28,491143,,,5.7
1999,1999,Female,F,Florida,12,30-34 years,30-34,33,544936,,,6.1
1999,1999,Female,F,Florida,12,35-39 years,35-39,65,629366,,,10.3
1999,1999,Female,F,Florida,12,40-44 years,40-44,61,603875,,,10.1
1999,1999,Female,F,Florida,12,45-49 years,45-49,49,537613,,,9.1
1999,1999,Female,F,Florida,12,50-54 years,50-54,36,487549,,,7.4
1999,1999,Female,F,Florida,12,55-59 years,55-59,20,416413,,,4.8
1999,1999,Female,F,Georgia,13,40-44 years,40-44,23,326191,,,7.1
1999,1999,Female,F,Illinois,17,30-34 years,30-34,35,462016,,,7.6
1999,1999,Female,F,Illinois,17,35-39 years,35-39,42,507081,,,8.3
1999,1999,Female,F,Illinois,17,40-44 years,40-44,52,494067,,,10.5
1999,1999,Female,F,Illinois,17,45-49 years,45-49,39,435962,,,8.9
1999,1999,Female,F,Maryland,24,30-34 years,30-34,26,214620,,,12.1
1999,1999,Female,F,Maryland,24,35-39 years,35-39,33,240697,,,13.7
1999,1999,Female,F,Maryland,24,40-44 years,40-44,37,229042,,,16.2
1999,1999,Female,F,Maryland,24,45-49 years,45-49,21,203747,,,10.3
1999,1999,Female,F,Massachusetts,25,30-34 years,30-34,26,253627,,,10.3
1999,1999,Female,F,Massachusetts,25,35-39 years,35-39,26,274621,,,9.5
1999,1999,Female,F,Massachusetts,25,40-44 years,40-44,43,262923,,,16.4
1999,1999,Female,F,Massachusetts,25,45-49 years,45-49,21,232110,,,9.0
1999,1999,Female,F,Michigan,26,30-34 years,30-34,20,354483,,,5.6
1999,1999,Female,F,Michigan,26,35-39 years,35-39,38,400760,,,9.5
1999,1999,Female,F,Michigan,26,40-44 years,40-44,62,408224,,,15.2
1999,1999,Female,F,Michigan,26,45-49 years,45-49,46,364885,,,12.6
1999,1999,Female,F,Missouri,29,40-44 years,40-44,22,221817,,,9.9
1999,1999,Female,F,Nevada,32,45-49 years,45-49,22,66142,,,33.3
1999,1999,Female,F,New Jersey,34,30-34 years,30-34,22,331258,,,6.6
1999,1999,Female,F,New Jersey,34,35-39 years,35-39,40,370291,,,10.8
1999,1999,Female,F,New Jersey,34,40-44 years,40-44,41,354841,,,11.6
1999,1999,Female,F,New York,36,30-34 years,30-34,25,745879,,,3.4
1999,1999,Female,F,New York,36,35-39 years,35-39,48,801120,,,6.0
1999,1999,Female,F,New York,36,40-44 years,40-44,48,762229,,,6.3
1999,1999,Female,F,New York,36,45-49 years,45-49,47,682291,,,6.9
1999,1999,Female,F,New York,36,50-54 years,50-54,40,614943,,,6.5
1999,1999,Female,F,North Carolina,37,35-39 years,35-39,20,329526,,,6.1
1999,1999,Female,F,North Carolina,37,40-44 years,40-44,35,317082,,,11.0
1999,1999,Female,F,North Carolina,37,45-49 years,45-49,25,286917,,,8.7
1999,1999,Female,F,North Carolina,37,50-54 years,50-54,22,255755,,,8.6
1999,1999,Female,F,Ohio,39,35-39 years,35-39,23,454500,,,5.1
1999,1999,Female,F,Ohio,39,40-44 years,40-44,35,466519,,,7.5
1999,1999,Female,F,Ohio,39,45-49 years,45-49,36,417844,,,8.6
1999,1999,Female,F,Oregon,41,35-39 years,35-39,25,128928,,,19.4
1999,1999,Female,F,Pennsylvania,42,20-24 years,20-24,25,370143,,,6.8
1999,1999,Female,F,Pennsylvania,42,30-34 years,30-34,27,418304,,,6.5
1999,1999,Female,F,Pennsylvania,42,35-39 years,35-39,52,488756,,,10.6
1999,1999,Female,F,Pennsylvania,42,40-44 years,40-44,64,502938,,,12.7
1999,1999,Female,F,Pennsylvania,42,45-49 years,45-49,31,451795,,,6.9
1999,1999,Female,F,Pennsylvania,42,50-54 years,50-54,24,392687,,,6.1
1999,1999,Female,F,Tennessee,47,35-39 years,35-39,25,230518,,,10.8
1999,1999,Female,F,Tennessee,47,40-44 years,40-44,22,227827,,,9.7
1999,1999,Female,F,Tennessee,47,45-49 years,45-49,23,207699,,,11.1
1999,1999,Female,F,Texas,48,25-29 years,25-29,29,773408,,,3.7
1999,1999,Female,F,Texas,48,30-34 years,30-34,47,771770,,,6.1
1999,1999,Female,F,Texas,48,35-39 years,35-39,63,843958,,,7.5
1999,1999,Female,F,Texas,48,40-44 years,40-44,77,800286,,,9.6
1999,1999,Female,F,Texas,48,45-49 years,45-49,67,693432,,,9.7
1999,1999,Female,F,Texas,48,50-54 years,50-54,38,583232,,,6.5
1999,1999,Female,F,Texas,48,55-59 years,55-59,25,443651,,,5.6
1999,1999,Female,F,Virginia,51,35-39 years,35-39,27,307074,,,8.8
1999,1999,Female,F,Washington,53,30-34 years,30-34,22,215109,,,10.2
1999,1999,Female,F,Washington,53,35-39 years,35-39,24,243413,,,9.9
1999,1999,Female,F,Washington,53,40-44 years,40-44,35,244681,,,14.3
1999,1999,Female,F,Washington,53,45-49 years,45-49,31,224262,,,13.8
1999,1999,Male,M,Alabama,1,35-39 years,35-39,20,167921,,,11.9
1999,1999,Male,M,Alabama,1,40-44 years,40-44,20,167710,,,11.9
1999,1999,Male,M,Arizona,4,20-24 years,20-24,21,184588,,,11.4
1999,1999,Male,M,Arizona,4,25-29 years,25-29,42,193387,,,21.7
1999,1999,Male,M,Arizona,4,30-34 years,30-34,39,190370,,,20.5
1999,1999,Male,M,Arizona,4,35-39 years,35-39,69,199784,,,34.5
1999,1999,Male,M,Arizona,4,40-44 years,40-44,93,184826,,,50.3
1999,1999,Male,M,Arizona,4,45-49 years,45-49,76,158726,,,47.9
1999,1999,Male,M,Arizona,4,50-54 years,50-54,35,137500,,,25.5
1999,1999,Male,M,California,6,15-19 years,15-19,24,1248484,,,1.9
1999,1999,Male,M,California,6,20-24 years,20-24,88,1207242,,,7.3
1999,1999,Male,M,California,6,25-29 years,25-29,118,1322659,,,8.9
1999,1999,Male,M,California,6,30-34 years,30-34,252,1396298,,,18.0
1999,1999,Male,M,California,6,35-39 years,35-39,352,1438823,,,24.5
1999,1999,Male,M,California,6,40-44 years,40-44,407,1322124,,,30.8
1999,1999,Male,M,California,6,45-49 years,45-49,405,1122016,,,36.1
1999,1999,Male,M,California,6,50-54 years,50-54,219,942363,,,23.2
1999,1999,Male,M,California,6,55-59 years,55-59,116,686730,,,16.9
1999,1999,Male,M,California,6,60-64 years ,60-64,49,536409,,,9.1
1999,1999,Male,M,California,6,65-69 years,65-69,33,458231,,,7.2
1999,1999,Male,M,Colorado,8,30-34 years,30-34,22,170123,,,12.9
1999,1999,Male,M,Colorado,8,35-39 years,35-39,45,188555,,,23.9
1999,1999,Male,M,Colorado,8,40-44 years,40-44,53,184718,,,28.7
1999,1999,Male,M,Colorado,8,45-49 years,45-49,46,163872,,,28.1
1999,1999,Male,M,Connecticut,9,25-29 years,25-29,20,103156,,,19.4
1999,1999,Male,M,Connecticut,9,30-34 years,30-34,30,124842,,,24.0
1999,1999,Male,M,Connecticut,9,35-39 years,35-39,51,143763,,,35.5
1999,1999,Male,M,Connecticut,9,40-44 years,40-44,45,140798,,,32.0
1999,1999,Male,M,Connecticut,9,45-49 years,45-49,45,120900,,,37.2
1999,1999,Male,M,Florida,12,15-19 years,15-19,21,510367,,,4.1
1999,1999,Male,M,Florida,12,20-24 years,20-24,49,464440,,,10.6
1999,1999,Male,M,Florida,12,25-29 years,25-29,68,503190,,,13.5
1999,1999,Male,M,Florida,12,30-34 years,30-34,59,553436,,,10.7
1999,1999,Male,M,Florida,12,35-39 years,35-39,99,630922,,,15.7
1999,1999,Male,M,Florida,12,40-44 years,40-44,138,592312,,,23.3
1999,1999,Male,M,Florida,12,45-49 years,45-49,106,512179,,,20.7
1999,1999,Male,M,Florida,12,50-54 years,50-54,46,454601,,,10.1
1999,1999,Male,M,Florida,12,55-59 years,55-59,20,372716,,,5.4
1999,1999,Male,M,Georgia,13,25-29 years,25-29,20,322683,,,6.2
1999,1999,Male,M,Georgia,13,30-34 years,30-34,25,328935,,,7.6
1999,1999,Male,M,Georgia,13,35-39 years,35-39,35,344452,,,10.2
1999,1999,Male,M,Georgia,13,40-44 years,40-44,41,315924,,,13.0
1999,1999,Male,M,Georgia,13,45-49 years,45-49,37,271911,,,13.6
1999,1999,Male,M,Illinois,17,20-24 years,20-24,51,425667,,,12.0
1999,1999,Male,M,Illinois,17,25-29 years,25-29,63,452885,,,13.9
1999,1999,Male,M,Illinois,17,30-34 years,30-34,73,466410,,,15.7
1999,1999,Male,M,Illinois,17,35-39 years,35-39,100,502699,,,19.9
1999,1999,Male,M,Illinois,17,40-44 years,40-44,140,483354,,,29.0
1999,1999,Male,M,Illinois,17,45-49 years,45-49,105,421594,,,24.9
1999,1999,Male,M,Illinois,17,50-54 years,50-54,41,354365,,,11.6
1999,1999,Male,M,Indiana,18,25-29 years,25-29,20,210370,,,9.5
1999,1999,Male,M,Indiana,18,30-34 years,30-34,21,210971,,,10.0
1999,1999,Male,M,Indiana,18,35-39 years,35-39,23,240503,,,9.6
1999,1999,Male,M,Indiana,18,40-44 years,40-44,32,238355,,,13.4
1999,1999,Male,M,Kentucky,21,30-34 years,30-34,21,143057,,,14.7
1999,1999,Male,M,Kentucky,21,35-39 years,35-39,24,159867,,,15.0
1999,1999,Male,M,Kentucky,21,40-44 years,40-44,27,156725,,,17.2
1999,1999,Male,M,Louisiana,22,30-34 years,30-34,26,150688,,,17.3
1999,1999,Male,M,Louisiana,22,35-39 years,35-39,34,169274,,,20.1
1999,1999,Male,M,Louisiana,22,40-44 years,40-44,26,170108,,,15.3
1999,1999,Male,M,Louisiana,22,45-49 years,45-49,22,150441,,,14.6
1999,1999,Male,M,Maryland,24,20-24 years,20-24,22,153412,,,14.3
1999,1999,Male,M,Maryland,24,25-29 years,25-29,50,168821,,,29.6
1999,1999,Male,M,Maryland,24,30-34 years,30-34,59,201665,,,29.3
1999,1999,Male,M,Maryland,24,35-39 years,35-39,102,226678,,,45.0
1999,1999,Male,M,Maryland,24,40-44 years,40-44,113,215032,,,52.6
1999,1999,Male,M,Maryland,24,45-49 years,45-49,78,187319,,,41.6
1999,1999,Male,M,Maryland,24,50-54 years,50-54,43,165550,,,26.0
1999,1999,Male,M,Massachusetts,25,20-24 years,20-24,28,195021,,,14.4
1999,1999,Male,M,Massachusetts,25,25-29 years,25-29,37,223920,,,16.5
1999,1999,Male,M,Massachusetts,25,30-34 years,30-34,56,245815,,,22.8
1999,1999,Male,M,Massachusetts,25,35-39 years,35-39,64,267509,,,23.9
1999,1999,Male,M,Massachusetts,25,40-44 years,40-44,66,252177,,,26.2
1999,1999,Male,M,Massachusetts,25,45-49 years,45-49,36,220385,,,16.3
1999,1999,Male,M,Massachusetts,25,50-54 years,50-54,31,192303,,,16.1
1999,1999,Male,M,Michigan,26,20-24 years,20-24,21,321467,,,6.5
1999,1999,Male,M,Michigan,26,25-29 years,25-29,36,333847,,,10.8
1999,1999,Male,M,Michigan,26,30-34 years,30-34,54,355445,,,15.2
1999,1999,Male,M,Michigan,26,35-39 years,35-39,73,396757,,,18.4
1999,1999,Male,M,Michigan,26,40-44 years,40-44,112,399617,,,28.0
1999,1999,Male,M,Michigan,26,45-49 years,45-49,85,356426,,,23.8
1999,1999,Male,M,Michigan,26,50-54 years,50-54,37,299781,,,12.3
1999,1999,Male,M,Minnesota,27,40-44 years,40-44,21,203571,,,10.3
1999,1999,Male,M,Missouri,29,30-34 years,30-34,21,188090,,,11.2
1999,1999,Male,M,Missouri,29,35-39 years,35-39,34,222669,,,15.3
1999,1999,Male,M,Missouri,29,40-44 years,40-44,44,215988,,,20.4
1999,1999,Male,M,Missouri,29,45-49 years,45-49,25,189065,,,13.2
1999,1999,Male,M,Nevada,32,35-39 years,35-39,23,85861,,,26.8
1999,1999,Male,M,Nevada,32,40-44 years,40-44,34,78193,,,43.5
1999,1999,Male,M,New Jersey,34,20-24 years,20-24,28,243493,,,11.5
1999,1999,Male,M,New Jersey,34,25-29 years,25-29,48,274458,,,17.5
1999,1999,Male,M,New Jersey,34,30-34 years,30-34,76,325341,,,23.4
1999,1999,Male,M,New Jersey,34,35-39 years,35-39,106,362946,,,29.2
1999,1999,Male,M,New Jersey,34,40-44 years,40-44,130,343088,,,37.9
1999,1999,Male,M,New Jersey,34,45-49 years,45-49,89,291544,,,30.5
1999,1999,Male,M,New Jersey,34,50-54 years,50-54,37,256150,,,14.4
1999,1999,Male,M,New Mexico,35,30-34 years,30-34,23,59891,,,38.4
1999,1999,Male,M,New Mexico,35,35-39 years,35-39,43,70875,,,60.7
1999,1999,Male,M,New Mexico,35,40-44 years,40-44,36,68914,,,52.2
1999,1999,Male,M,New Mexico,35,45-49 years,45-49,44,62678,,,70.2
1999,1999,Male,M,New York,36,20-24 years,20-24,24,616619,,,3.9
1999,1999,Male,M,New York,36,25-29 years,25-29,58,655814,,,8.8
1999,1999,Male,M,New York,36,30-34 years,30-34,103,722719,,,14.3
1999,1999,Male,M,New York,36,35-39 years,35-39,160,776315,,,20.6
1999,1999,Male,M,New York,36,40-44 years,40-44,164,730160,,,22.5
1999,1999,Male,M,New York,36,45-49 years,45-49,136,638554,,,21.3
1999,1999,Male,M,New York,36,50-54 years,50-54,87,559297,,,15.6
1999,1999,Male,M,New York,36,55-59 years,55-59,33,427852,,,7.7
1999,1999,Male,M,North Carolina,37,30-34 years,30-34,23,305226,,,7.5
1999,1999,Male,M,North Carolina,37,35-39 years,35-39,45,326156,,,13.8
1999,1999,Male,M,North Carolina,37,40-44 years,40-44,48,306605,,,15.7
1999,1999,Male,M,North Carolina,37,45-49 years,45-49,40,271891,,,14.7
1999,1999,Male,M,Ohio,39,25-29 years,25-29,21,373666,,,5.6
1999,1999,Male,M,Ohio,39,30-34 years,30-34,26,392019,,,6.6
1999,1999,Male,M,Ohio,39,35-39 years,35-39,64,442769,,,14.5
1999,1999,Male,M,Ohio,39,40-44 years,40-44,84,453085,,,18.5
1999,1999,Male,M,Ohio,39,45-49 years,45-49,65,403947,,,16.1
1999,1999,Male,M,Ohio,39,50-54 years,50-54,23,343456,,,6.7
1999,1999,Male,M,Oklahoma,40,35-39 years,35-39,20,132216,,,15.1
1999,1999,Male,M,Oklahoma,40,40-44 years,40-44,30,130268,,,23.0
1999,1999,Male,M,Oregon,41,25-29 years,25-29,24,120080,,,20.0
1999,1999,Male,M,Oregon,41,30-34 years,30-34,23,120453,,,19.1
1999,1999,Male,M,Oregon,41,35-39 years,35-39,53,131316,,,40.4
1999,1999,Male,M,Oregon,41,40-44 years,40-44,47,135372,,,34.7
1999,1999,Male,M,Oregon,41,45-49 years,45-49,46,133637,,,34.4
1999,1999,Male,M,Pennsylvania,42,15-19 years,15-19,22,432782,,,5.1
1999,1999,Male,M,Pennsylvania,42,20-24 years,20-24,63,370200,,,17.0
1999,1999,Male,M,Pennsylvania,42,25-29 years,25-29,73,379539,,,19.2
1999,1999,Male,M,Pennsylvania,42,30-34 years,30-34,99,410711,,,24.1
1999,1999,Male,M,Pennsylvania,42,35-39 years,35-39,122,475797,,,25.6
1999,1999,Male,M,Pennsylvania,42,40-44 years,40-44,133,490284,,,27.1
1999,1999,Male,M,Pennsylvania,42,45-49 years,45-49,109,439339,,,24.8
1999,1999,Male,M,Pennsylvania,42,50-54 years,50-54,52,375245,,,13.9
1999,1999,Male,M,Pennsylvania,42,55-59 years,55-59,22,291773,,,7.5
1999,1999,Male,M,South Carolina,45,40-44 years,40-44,25,149740,,,16.7
1999,1999,Male,M,Tennessee,47,25-29 years,25-29,22,204416,,,10.8
1999,1999,Male,M,Tennessee,47,30-34 years,30-34,29,205247,,,14.1
1999,1999,Male,M,Tennessee,47,35-39 years,35-39,41,223180,,,18.4
1999,1999,Male,M,Tennessee,47,40-44 years,40-44,44,218055,,,20.2
1999,1999,Male,M,Tennessee,47,45-49 years,45-49,40,197756,,,20.2
1999,1999,Male,M,Texas,48,15-19 years,15-19,28,838475,,,3.3
1999,1999,Male,M,Texas,48,20-24 years,20-24,69,773252,,,8.9
1999,1999,Male,M,Texas,48,25-29 years,25-29,77,800999,,,9.6
1999,1999,Male,M,Texas,48,30-34 years,30-34,112,795710,,,14.1
1999,1999,Male,M,Texas,48,35-39 years,35-39,147,853450,,,17.2
1999,1999,Male,M,Texas,48,40-44 years,40-44,153,803522,,,19.0
1999,1999,Male,M,Texas,48,45-49 years,45-49,111,680646,,,16.3
1999,1999,Male,M,Texas,48,50-54 years,50-54,34,563549,,,6.0
1999,1999,Male,M,Texas,48,55-59 years,55-59,21,419641,,,5.0
1999,1999,Male,M,Utah,49,35-39 years,35-39,27,76888,,,35.1
1999,1999,Male,M,Utah,49,40-44 years,40-44,36,74436,,,48.4
1999,1999,Male,M,Utah,49,45-49 years,45-49,26,64166,,,40.5
1999,1999,Male,M,Virginia,51,25-29 years,25-29,26,254441,,,10.2
1999,1999,Male,M,Virginia,51,30-34 years,30-34,25,271589,,,9.2
1999,1999,Male,M,Virginia,51,35-39 years,35-39,48,303024,,,15.8
1999,1999,Male,M,Virginia,51,40-44 years,40-44,58,285693,,,20.3
1999,1999,Male,M,Virginia,51,45-49 years,45-49,41,251122,,,16.3
1999,1999,Male,M,Washington,53,20-24 years,20-24,20,196007,,,10.2
1999,1999,Male,M,Washington,53,25-29 years,25-29,30,206230,,,14.5
1999,1999,Male,M,Washington,53,30-34 years,30-34,37,223757,,,16.5
1999,1999,Male,M,Washington,53,35-39 years,35-39,51,247606,,,20.6
1999,1999,Male,M,Washington,53,40-44 years,40-44,97,245885,,,39.4
1999,1999,Male,M,Washington,53,45-49 years,45-49,66,221469,,,29.8
1999,1999,Male,M,Washington,53,50-54 years,50-54,37,188171,,,19.7
1999,1999,Male,M,Wisconsin,55,35-39 years,35-39,27,220730,,,12.2
1999,1999,Male,M,Wisconsin,55,40-44 years,40-44,27,219217,,,12.3
2000,2000,Female,F,Alabama,1,40-44 years,40-44,26,176874,,,14.7
2000,2000,Female,F,Arizona,4,35-39 years,35-39,24,193023,,,12.4
2000,2000,Female,F,Arizona,4,40-44 years,40-44,33,187124,,,17.6
2000,2000,Female,F,Arizona,4,45-49 years,45-49,24,168425,,,14.2
2000,2000,Female,F,Arizona,4,50-54 years,50-54,24,151690,,,15.8
2000,2000,Female,F,California,6,25-29 years,25-29,34,1232096,,,2.8
2000,2000,Female,F,California,6,30-34 years,30-34,64,1303166,,,4.9
2000,2000,Female,F,California,6,35-39 years,35-39,92,1384450,,,6.6
2000,2000,Female,F,California,6,40-44 years,40-44,141,1328397,,,10.6
2000,2000,Female,F,California,6,45-49 years,45-49,140,1178835,,,11.9
2000,2000,Female,F,California,6,50-54 years,50-54,80,1019039,,,7.9
2000,2000,Female,F,California,6,55-59 years,55-59,51,756049,,,6.7
2000,2000,Female,F,California,6,60-64 years ,60-64,24,600736,,,4.0
2000,2000,Female,F,California,6,70-74 years,70-74,23,505361,,,4.6
2000,2000,Female,F,Colorado,8,40-44 years,40-44,24,184097,,,13.0
2000,2000,Female,F,Colorado,8,45-49 years,45-49,21,166956,,,12.6
2000,2000,Female,F,Florida,12,20-24 years,20-24,21,453132,,,4.6
2000,2000,Female,F,Florida,12,25-29 years,25-29,31,491147,,,6.3
2000,2000,Female,F,Florida,12,30-34 years,30-34,28,539664,,,5.2
2000,2000,Female,F,Florida,12,35-39 years,35-39,57,629930,,,9.0
2000,2000,Female,F,Florida,12,40-44 years,40-44,74,617628,,,12.0
2000,2000,Female,F,Florida,12,45-49 years,45-49,70,555337,,,12.6
2000,2000,Female,F,Florida,12,50-54 years,50-54,34,508938,,,6.7
2000,2000,Female,F,Florida,12,55-59 years,55-59,27,433375,,,6.2
2000,2000,Female,F,Georgia,13,35-39 years,35-39,25,350943,,,7.1
2000,2000,Female,F,Georgia,13,40-44 years,40-44,33,332062,,,9.9
2000,2000,Female,F,Georgia,13,45-49 years,45-49,24,294468,,,8.2
2000,2000,Female,F,Georgia,13,50-54 years,50-54,24,260574,,,9.2
2000,2000,Female,F,Illinois,17,30-34 years,30-34,27,456658,,,5.9
2000,2000,Female,F,Illinois,17,35-39 years,35-39,47,500444,,,9.4
2000,2000,Female,F,Illinois,17,40-44 years,40-44,55,498357,,,11.0
2000,2000,Female,F,Illinois,17,45-49 years,45-49,32,443669,,,7.2
2000,2000,Female,F,Indiana,18,35-39 years,35-39,25,240060,,,10.4
2000,2000,Female,F,Louisiana,22,40-44 years,40-44,20,178072,,,11.2
2000,2000,Female,F,Maryland,24,35-39 years,35-39,34,239599,,,14.2
2000,2000,Female,F,Maryland,24,40-44 years,40-44,36,232803,,,15.5
2000,2000,Female,F,Maryland,24,45-49 years,45-49,28,208295,,,13.4
2000,2000,Female,F,Massachusetts,25,35-39 years,35-39,32,274086,,,11.7
2000,2000,Female,F,Massachusetts,25,40-44 years,40-44,32,266564,,,12.0
2000,2000,Female,F,Massachusetts,25,45-49 years,45-49,24,236916,,,10.1
2000,2000,Female,F,Michigan,26,30-34 years,30-34,22,352983,,,6.2
2000,2000,Female,F,Michigan,26,35-39 years,35-39,48,395618,,,12.1
2000,2000,Female,F,Michigan,26,40-44 years,40-44,74,409521,,,18.1
2000,2000,Female,F,Michigan,26,45-49 years,45-49,50,371433,,,13.5
2000,2000,Female,F,Michigan,26,50-54 years,50-54,21,321184,,,6.5
2000,2000,Female,F,Missouri,29,35-39 years,35-39,24,223311,,,10.7
2000,2000,Female,F,Missouri,29,40-44 years,40-44,31,224861,,,13.8
2000,2000,Female,F,New Jersey,34,30-34 years,30-34,29,325092,,,8.9
2000,2000,Female,F,New Jersey,34,35-39 years,35-39,37,367694,,,10.1
2000,2000,Female,F,New Jersey,34,40-44 years,40-44,43,359121,,,12.0
2000,2000,Female,F,New Jersey,34,45-49 years,45-49,22,313512,,,7.0
2000,2000,Female,F,New York,36,30-34 years,30-34,38,737293,,,5.2
2000,2000,Female,F,New York,36,35-39 years,35-39,44,795776,,,5.5
2000,2000,Female,F,New York,36,40-44 years,40-44,42,769246,,,5.5
2000,2000,Female,F,New York,36,45-49 years,45-49,42,691605,,,6.1
2000,2000,Female,F,New York,36,50-54 years,50-54,31,634406,,,4.9
2000,2000,Female,F,North Carolina,37,30-34 years,30-34,22,302591,,,7.3
2000,2000,Female,F,North Carolina,37,35-39 years,35-39,31,329084,,,9.4
2000,2000,Female,F,North Carolina,37,40-44 years,40-44,34,320735,,,10.6
2000,2000,Female,F,North Carolina,37,45-49 years,45-49,32,292693,,,10.9
2000,2000,Female,F,Ohio,39,30-34 years,30-34,24,393623,,,6.1
2000,2000,Female,F,Ohio,39,35-39 years,35-39,30,447890,,,6.7
2000,2000,Female,F,Ohio,39,40-44 years,40-44,53,467343,,,11.3
2000,2000,Female,F,Ohio,39,45-49 years,45-49,29,423779,,,6.8
2000,2000,Female,F,Ohio,39,50-54 years,50-54,28,373627,,,7.5
2000,2000,Female,F,Pennsylvania,42,20-24 years,20-24,23,373203,,,6.2
2000,2000,Female,F,Pennsylvania,42,25-29 years,25-29,21,366399,,,5.7
2000,2000,Female,F,Pennsylvania,42,30-34 years,30-34,37,417281,,,8.9
2000,2000,Female,F,Pennsylvania,42,35-39 years,35-39,71,482595,,,14.7
2000,2000,Female,F,Pennsylvania,42,40-44 years,40-44,82,504367,,,16.3
2000,2000,Female,F,Pennsylvania,42,45-49 years,45-49,47,459845,,,10.2
2000,2000,Female,F,Pennsylvania,42,50-54 years,50-54,31,406620,,,7.6
2000,2000,Female,F,South Carolina,45,40-44 years,40-44,22,159347,,,13.8
2000,2000,Female,F,Tennessee,47,35-39 years,35-39,20,230218,,,8.7
2000,2000,Female,F,Tennessee,47,40-44 years,40-44,39,229398,,,17.0
2000,2000,Female,F,Tennessee,47,45-49 years,45-49,23,211279,,,10.9
2000,2000,Female,F,Tennessee,47,50-54 years,50-54,22,190709,,,11.5
2000,2000,Female,F,Texas,48,20-24 years,20-24,26,744605,,,3.5
2000,2000,Female,F,Texas,48,25-29 years,25-29,38,780557,,,4.9
2000,2000,Female,F,Texas,48,30-34 years,30-34,44,772510,,,5.7
2000,2000,Female,F,Texas,48,35-39 years,35-39,77,839613,,,9.2
2000,2000,Female,F,Texas,48,40-44 years,40-44,66,814021,,,8.1
2000,2000,Female,F,Texas,48,45-49 years,45-49,60,714122,,,8.4
2000,2000,Female,F,Texas,48,50-54 years,50-54,38,607197,,,6.3
2000,2000,Female,F,Texas,48,55-59 years,55-59,30,460416,,,6.5
2000,2000,Female,F,Virginia,51,35-39 years,35-39,24,307369,,,7.8
2000,2000,Female,F,Virginia,51,40-44 years,40-44,41,299344,,,13.7
2000,2000,Female,F,Washington,53,35-39 years,35-39,27,239917,,,11.3
2000,2000,Female,F,Washington,53,40-44 years,40-44,47,244872,,,19.2
2000,2000,Female,F,Washington,53,45-49 years,45-49,34,228714,,,14.9
2000,2000,Female,F,Washington,53,50-54 years,50-54,21,196691,,,10.7
2000,2000,Female,F,Wisconsin,55,40-44 years,40-44,20,218843,,,9.1
2000,2000,Male,M,Alabama,1,35-39 years,35-39,24,166592,,,14.4
2000,2000,Male,M,Alabama,1,40-44 years,40-44,22,168338,,,13.1
2000,2000,Male,M,Arizona,4,20-24 years,20-24,20,191086,,,10.5
2000,2000,Male,M,Arizona,4,25-29 years,25-29,37,195400,,,18.9
2000,2000,Male,M,Arizona,4,30-34 years,30-34,49,191666,,,25.6
2000,2000,Male,M,Arizona,4,35-39 years,35-39,52,199664,,,26.0
2000,2000,Male,M,Arizona,4,40-44 years,40-44,81,188993,,,42.9
2000,2000,Male,M,Arizona,4,45-49 years,45-49,80,163478,,,48.9
2000,2000,Male,M,Arizona,4,50-54 years,50-54,28,144311,,,19.4
2000,2000,Male,M,Arkansas,5,40-44 years,40-44,24,97840,,,24.5
2000,2000,Male,M,California,6,15-19 years,15-19,21,1271626,,,1.7
2000,2000,Male,M,California,6,20-24 years,20-24,54,1245530,,,4.3
2000,2000,Male,M,California,6,25-29 years,25-29,95,1311445,,,7.2
2000,2000,Male,M,California,6,30-34 years,30-34,149,1382355,,,10.8
2000,2000,Male,M,California,6,35-39 years,35-39,263,1430293,,,18.4
2000,2000,Male,M,California,6,40-44 years,40-44,317,1342201,,,23.6
2000,2000,Male,M,California,6,45-49 years,45-49,282,1152957,,,24.5
2000,2000,Male,M,California,6,50-54 years,50-54,190,980804,,,19.4
